"state","startdate","enddate","pollster","grade","samplesize","rawpoll_clinton","rawpoll_trump","rawpoll_johnson","poll_id","result","grade_value","actual_clinton","actual_trump","actual_johnson","actual_other","predicted","is_correct","duration","is_national","end_date_to_election","error"
"Iowa","8/8/2016","8/10/2016","Suffolk University","B+",500,36,37,6,44826,"Trump",9,42.1802084413564,51.7812791662346,3.71525977392928,2.32325261847972,"Trump",TRUE,2,FALSE,91,7.74874261122058
"West Virginia","10/24/2016","10/30/2016","SurveyMonkey","C-",294,27,59,5,47842,"Trump",4,26.4685284075987,68.6501201593842,3.21902895403445,1.6623224789827,"Trump",TRUE,6,FALSE,10,3.98752093258367
"Maryland","10/7/2016","10/20/2016","Ipsos","A-",369,53.03,28.62,NA,47202,"Clinton",10,57.4651532395085,38.0510988549121,3.09702040217232,1.38672750340704,"Clinton",TRUE,13,FALSE,20,6.93312604721032
"Virginia","8/30/2016","9/1/2016","Emerson College","B",800,44,43,11,45274,"Clinton",8,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,2,FALSE,69,5.2266215075956
"Vermont","10/15/2016","10/19/2016","Google Consumer Surveys","B",91,48.17,21.49,5.53,47149,"Clinton",8,56.677828384619,30.2674051386222,0,13.0547664767588,"Clinton",TRUE,4,FALSE,21,7.60507784108041
"Alabama","10/24/2016","10/30/2016","SurveyMonkey","C-",410,36,54,6,47794,"Trump",4,34.5537529503192,62.8884135764003,2.11094884188695,0.446884631393557,"Trump",TRUE,6,FALSE,10,4.74123726139808
"Iowa","10/24/2016","10/30/2016","SurveyMonkey","C-",905,40,44,10,47809,"Trump",4,42.1802084413564,51.7812791662346,3.71525977392928,2.32325261847972,"Trump",TRUE,6,FALSE,10,5.41540927788724
"North Carolina","8/27/2016","8/29/2016","Emerson College","B",800,43.4,44.8,7.7,45149,"Trump",8,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Trump",TRUE,2,FALSE,72,4.65970334407539
"Alaska","8/27/2016","8/29/2016","Moore Information","B",500,29,39,10,45319,"Trump",8,37.7175693869937,52.8878128700504,5.91796843317599,3.47664930977988,"Trump",TRUE,2,FALSE,72,8.89580460795605
"Colorado","10/7/2016","10/20/2016","Ipsos","A-",445,45.01,41.24,NA,47189,"Clinton",10,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,13,FALSE,20,2.69356664601578
"Colorado","9/22/2016","9/23/2016","Gravis Marketing","B-",799,37,41,6,46031,"Clinton",7,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Trump",FALSE,1,FALSE,47,4.86330871513046
"Hawaii","10/18/2016","10/26/2016","SurveyMonkey","C-",504,49,33,8,47567,"Clinton",4,62.3160973292359,30.0994175487562,3.67533168049803,3.90915344150992,"Clinton",TRUE,8,FALSE,14,6.84711603332723
"Arkansas","10/15/2016","10/19/2016","Google Consumer Surveys","B",238,27.32,44.58,10.11,47105,"Trump",8,33.7643222155259,60.4362726044055,2.63157894736842,3.16782623270013,"Trump",TRUE,4,FALSE,21,9.92633862418768
"U.S.","8/26/2016","8/28/2016","Public Policy Polling","B+",881,42,37,6,45148,"Trump",9,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,73,6.27455174469641
"North Dakota","10/24/2016","10/30/2016","SurveyMonkey","C-",260,32,55,11,47828,"Trump",4,27.7551577597873,64.1405118586928,6.33620996652501,1.76812041499489,"Trump",TRUE,6,FALSE,10,6.01638137746018
"Tennessee","10/24/2016","10/30/2016","SurveyMonkey","C-",455,39,51,5,47836,"Trump",4,34.8981020175145,61.0700485492965,2.82063242471599,1.21121700847309,"Trump",TRUE,6,FALSE,10,5.45043803568868
"New Mexico","10/24/2016","10/30/2016","SurveyMonkey","C-",892,45,33,18,47825,"Clinton",4,48.2947853632782,40.0106099987816,9.33844880802502,2.35615582991512,"Clinton",TRUE,6,FALSE,10,6.32231551801161
"Pennsylvania","10/7/2016","10/13/2016","Ipsos","A-",1153,46.13,41.91,NA,46852,"Trump",10,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,6,FALSE,27,4.20062653148428
"Mississippi","10/18/2016","10/26/2016","SurveyMonkey","C-",800,42,50,4,47580,"Trump",4,39.7253795614224,58.337453471105,1.18565383791908,0.751513129553467,"Trump",TRUE,8,FALSE,14,4.47547335725449
"Missouri","10/18/2016","10/26/2016","SurveyMonkey","C-",797,37,49,9,47581,"Trump",4,35.6597126507933,59.3112835038455,3.60576014984977,1.42324369551143,"Trump",TRUE,8,FALSE,14,5.68193690106751
"Utah","10/24/2016","10/30/2016","SurveyMonkey","C-",988,30,33,7,47838,"Trump",4,27.7176079770909,46.2765587365115,3.30438777549909,22.7014455108985,"Trump",TRUE,6,FALSE,10,6.41818766130716
"Missouri","10/24/2016","10/30/2016","SurveyMonkey","C-",568,39,46,10,47819,"Trump",4,35.6597126507933,59.3112835038455,3.60576014984977,1.42324369551143,"Trump",TRUE,6,FALSE,10,7.68193690106751
"New Hampshire","9/3/2016","9/5/2016","Emerson College","B",600,42,37,14,45413,"Clinton",8,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,2,FALSE,65,9.95722641713968
"Minnesota","10/7/2016","10/20/2016","Ipsos","A-",499,44.14,32.36,NA,47205,"Clinton",10,46.8616830864311,45.360347880472,3.87271447988687,3.90525455321005,"Clinton",TRUE,13,FALSE,20,7.86101548345154
"Idaho","10/15/2016","10/19/2016","Google Consumer Surveys","B",182,26.63,38.39,3.14,47116,"Trump",8,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,4,FALSE,21,7.55706137196355
"Massachusetts","10/7/2016","10/20/2016","Ipsos","A-",476,57,25.36,NA,47203,"Clinton",10,60.7999118683992,33.5156617714637,4.2327924442006,1.45163391593644,"Clinton",TRUE,13,FALSE,20,5.97778681993148
"South Dakota","10/24/2016","10/30/2016","SurveyMonkey","C-",266,29,55,12,47835,"Trump",4,31.7370496180215,61.5329944574608,5.63306823187325,1.09688769264444,"Trump",TRUE,6,FALSE,10,5.21232528120302
"Oregon","10/24/2016","10/30/2016","SurveyMonkey","C-",614,51,36,7,47831,"Clinton",4,51.6777573504002,41.0547530514355,4.77204428901207,2.49544530915224,"Clinton",TRUE,6,FALSE,10,2.65348870427454
"Alabama","10/18/2016","10/26/2016","SurveyMonkey","C-",486,36,52,8,47556,"Trump",4,34.5537529503192,62.8884135764003,2.11094884188695,0.446884631393557,"Trump",TRUE,8,FALSE,14,6.07457059473141
"Indiana","10/18/2016","10/26/2016","SurveyMonkey","C-",784,35,50,12,47570,"Trump",4,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Trump",TRUE,8,FALSE,14,5.72166118239985
"District of Columbia","10/15/2016","10/19/2016","Google Consumer Surveys","B",66,65.81,7.06,7.31,47110,"Clinton",8,90.8996594183914,4.0356300759759,0,5.06471050563269,"Clinton",TRUE,4,FALSE,21,11.8080097808052
"Minnesota","10/24/2016","10/30/2016","SurveyMonkey","C-",639,47,38,9,47817,"Clinton",4,46.8616830864311,45.360347880472,3.87271447988687,3.90525455321005,"Clinton",TRUE,6,FALSE,10,4.208650104718
"Arizona","8/25/2016","8/27/2016","MBQF","C+",728,40,39,7,45048,"Trump",6,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Clinton",FALSE,2,FALSE,74,6.33488299940373
"Colorado","8/29/2016","8/31/2016","Magellan Strategies","C",500,41,36,13,45427,"Clinton",5,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,2,FALSE,70,7.52997538179712
"Idaho","8/18/2016","8/31/2016","Dan Jones & Associates","C+",602,23,44,13,45398,"Trump",6,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,13,FALSE,70,9.5400117692358
"Pennsylvania","9/23/2016","9/23/2016","Gravis Marketing","B-",949,46,43,3,46154,"Trump",7,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,0,FALSE,47,2.68393280053439
"Nebraska","10/24/2016","10/30/2016","SurveyMonkey","C-",328,33,51,10,47821,"Trump",4,33.9926865415981,60.3023938791368,4.66897043088832,1.03594914837681,"Trump",TRUE,6,FALSE,10,5.20870332994885
"Nevada","10/24/2016","10/30/2016","SurveyMonkey","C-",887,43,43,11,47822,"Clinton",4,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Clinton",TRUE,6,FALSE,10,4.99307723612031
"Ohio","10/20/2016","10/24/2016","Google Consumer Surveys","B",832,31.5,37.21,6.33,47391,"Trump",8,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Trump",TRUE,4,FALSE,16,10.0049204425212
"Florida","9/10/2016","9/16/2016","Saint Leo University","C+",475,49.4,43.6,5.7,45907,"Trump",6,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,6,FALSE,54,3.52709670546249
"Florida","8/19/2016","8/22/2016","Florida Atlantic University","C+",1200,41,43,8,44930,"Trump",6,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Trump",TRUE,3,FALSE,79,6.21913157731199
"Kansas","10/24/2016","10/30/2016","SurveyMonkey","C-",1176,36,47,13,47810,"Trump",4,36.1583516614755,57.1863316081779,4.67666193316788,1.97865479717873,"Trump",TRUE,6,FALSE,10,6.22267377882851
"Iowa","10/18/2016","10/26/2016","SurveyMonkey","C-",1337,41,44,9,47571,"Trump",4,42.1802084413564,51.7812791662346,3.71525977392928,2.32325261847972,"Trump",TRUE,8,FALSE,14,4.74874261122058
"Maine","10/18/2016","10/26/2016","SurveyMonkey","C-",410,52,35,7,47575,"Clinton",4,47.8555727867305,45.1537994740746,5.09257636032634,1.89805137886858,"Clinton",TRUE,8,FALSE,14,5.40188344233924
"South Dakota","10/15/2016","10/19/2016","Google Consumer Surveys","B",101,28.25,44.01,2.15,47144,"Trump",8,31.7370496180215,61.5329944574608,5.63306823187325,1.09688769264444,"Trump",TRUE,4,FALSE,21,8.16437076911852
"Wyoming","10/15/2016","10/19/2016","Google Consumer Surveys","B",76,27.37,46.11,5.66,47153,"Trump",8,22.4927836875156,70.0517001551809,5.34087528443126,2.11464087287229,"Trump",TRUE,4,FALSE,21,9.71268039441135
"New Mexico","10/15/2016","10/19/2016","Google Consumer Surveys","B",249,40.02,26.18,13.27,47135,"Clinton",8,48.2947853632782,40.0106099987816,9.33844880802502,2.35615582991512,"Clinton",TRUE,4,FALSE,21,8.67898218467828
"Pennsylvania","8/25/2016","8/28/2016","Emerson College","B",800,45.9,42.7,6.9,45045,"Trump",8,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,3,FALSE,73,4.11726613386773
"Nevada","10/15/2016","10/19/2016","Google Consumer Surveys","B",259,36.7,35.81,5.29,47136,"Clinton",8,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Clinton",TRUE,4,FALSE,21,7.58641056945364
"Louisiana","10/24/2016","10/30/2016","SurveyMonkey","C-",320,36,54,5,47812,"Trump",4,38.4417482334054,58.0967026855393,0,3.46154908105528,"Trump",TRUE,6,FALSE,10,3.84615030631491
"U.S.","10/19/2016","10/25/2016","CVOTER International","C+",1349,49.38,46.52,NA,47555,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,15,1.74052944610152
"West Virginia","10/15/2016","10/19/2016","Google Consumer Surveys","B",111,26.82,45.26,9.31,47152,"Trump",8,26.4685284075987,68.6501201593842,3.21902895403445,1.6623224789827,"Trump",TRUE,4,FALSE,21,9.94418759925034
"Nebraska","10/15/2016","10/19/2016","Google Consumer Surveys","B",227,31.74,38.71,6.66,47132,"Trump",8,33.9926865415981,60.3023938791368,4.66897043088832,1.03594914837681,"Trump",TRUE,4,FALSE,21,8.61203666328219
"New Hampshire","8/20/2016","8/28/2016","University of New Hampshire","B+",417,43,32,12,45278,"Clinton",9,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,8,FALSE,73,10.6238930838063
"Wisconsin","10/24/2016","10/30/2016","SurveyMonkey","C-",1059,45,41,8,47843,"Trump",4,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,6,FALSE,10,4.39707443858064
"Kentucky","10/24/2016","10/30/2016","SurveyMonkey","C-",318,31,59,8,47811,"Trump",4,32.6947933445152,62.5442328109451,2.79455698558658,1.9664168589531,"Trump",TRUE,6,FALSE,10,3.48148972329125
"Mississippi","10/15/2016","10/19/2016","Google Consumer Surveys","B",237,31.1,45.01,3.97,47128,"Trump",8,39.7253795614224,58.337453471105,1.18565383791908,0.751513129553467,"Trump",TRUE,4,FALSE,21,8.24572639820279
"Pennsylvania","10/20/2016","10/24/2016","Google Consumer Surveys","B",839,39.02,38.79,5.53,47394,"Trump",8,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,4,FALSE,16,7.25726613386773
"New Hampshire","8/10/2016","8/12/2016","YouGov","B",990,45,36,5,44846,"Clinton",8,47.6194185051883,47.2522607462307,0,5.12832074858097,"Clinton",TRUE,2,FALSE,89,6.29055975047301
"Alaska","8/9/2016","8/14/2016","Lake Research Partners","B+",500,30,38,11,46873,"Trump",9,37.7175693869937,52.8878128700504,5.91796843317599,3.47664930977988,"Trump",TRUE,5,FALSE,87,9.22913794128938
"Washington","8/9/2016","8/13/2016","Elway Research","A+",350,45,24,NA,44856,"Clinton",12,55.0233683188114,37.8002882146734,4.76808885982145,2.40825460669369,"Clinton",TRUE,4,FALSE,88,11.9118282667424
"U.S.","8/5/2016","8/8/2016","Selzer & Company","A+",749,44,40,9,44815,"Trump",12,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,93,5.60788507802974
"U.S.","10/23/2016","10/29/2016","USC Dornsife/LA Times","",3220,44.09,46.03,NA,47762,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,11,2.44610975671875
"Washington","10/18/2016","10/26/2016","SurveyMonkey","C-",782,51,34,9,47603,"Clinton",4,55.0233683188114,37.8002882146734,4.76808885982145,2.40825460669369,"Clinton",TRUE,8,FALSE,14,4.0185225578878
"Georgia","10/7/2016","10/20/2016","Ipsos","A-",523,40.91,49.4,NA,47193,"Trump",10,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Trump",TRUE,13,FALSE,20,3.31082657577842
"U.S.","8/18/2016","8/24/2016","Quinnipiac University","A-",1498,45,38,10,44989,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,77,6.27455174469641
"U.S.","10/25/2016","10/27/2016","The Times-Picayune/Lucid","",2627,43,40,6,47642,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,13,4.94121841136307
"Wisconsin","10/7/2016","10/20/2016","Ipsos","A-",470,45.38,41.86,NA,47228,"Trump",10,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,13,FALSE,20,3.78300955641135
"South Carolina","10/24/2016","10/30/2016","SurveyMonkey","C-",1764,42,46,6,47834,"Trump",4,40.7527858747944,54.8640788622769,2.33707405907762,2.04606120385101,"Trump",TRUE,6,FALSE,10,4.5914063094683
"Illinois","10/18/2016","10/26/2016","SurveyMonkey","C-",1274,52,34,8,47569,"Clinton",4,55.4768865833625,39.3416353694072,3.80096922231803,1.38050882491223,"Clinton",TRUE,8,FALSE,14,4.3391842434839
"Louisiana","10/15/2016","10/19/2016","Google Consumer Surveys","B",312,25.88,51.95,8.11,47121,"Trump",8,38.4417482334054,58.0967026855393,0,3.46154908105528,"Trump",TRUE,4,FALSE,21,8.93948363964824
"Illinois","10/20/2016","10/24/2016","Google Consumer Surveys","B",1053,37.07,30.39,6.7,47370,"Clinton",8,55.4768865833625,39.3416353694072,3.80096922231803,1.38050882491223,"Clinton",TRUE,4,FALSE,16,10.0858509101506
"Arizona","10/24/2016","10/30/2016","SurveyMonkey","C-",1342,43,43,8,47796,"Trump",4,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Clinton",FALSE,6,FALSE,10,4.33488299940373
"New York","10/20/2016","10/24/2016","Google Consumer Surveys","B",1089,43.97,29.08,5.19,47390,"Clinton",8,53.520733300453,42.4515677991259,2.61212931326802,1.41556958715306,"Clinton",TRUE,4,FALSE,16,8.50005726210364
"Ohio","8/25/2016","8/27/2016","Emerson College","B",800,42.5,43.4,9.8,45046,"Trump",8,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Trump",TRUE,2,FALSE,74,5.43158710918783
"Arizona","8/17/2016","8/31/2016","Arizona State University","C+",704,39.9,36.8,8.3,45407,"Trump",6,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Clinton",FALSE,14,FALSE,70,7.53488299940373
"New Mexico","9/24/2016","9/25/2016","Zia Poll","",1415,41.8,36.6,16,46952,"Clinton",NA,48.2947853632782,40.0106099987816,9.33844880802502,2.35615582991512,"Clinton",TRUE,1,FALSE,45,5.52231551801162
"New Mexico","10/18/2016","10/26/2016","SurveyMonkey","C-",1175,42,34,20,47587,"Clinton",4,48.2947853632782,40.0106099987816,9.33844880802502,2.35615582991512,"Clinton",TRUE,8,FALSE,14,7.65564885134495
"Michigan","7/13/2016","7/15/2016","YouGov","B",1201,42,39,5,44611,"Trump",8,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,2,FALSE,117,5.10573214613911
"North Dakota","10/15/2016","10/19/2016","Google Consumer Surveys","B",66,27.46,37.9,16.91,47131,"Trump",8,27.7551577597873,64.1405118586928,6.33620996652501,1.76812041499489,"Trump",TRUE,4,FALSE,21,12.369819883985
"New Jersey","10/18/2016","10/26/2016","SurveyMonkey","C-",703,53,35,4,47586,"Clinton",4,55.0153705155497,41.7838832314301,1.86930612673621,1.33144012628394,"Clinton",TRUE,8,FALSE,14,3.64331587341454
"Colorado","10/24/2016","10/30/2016","SurveyMonkey","C-",1417,44,39,11,47799,"Clinton",4,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,6,FALSE,10,4.86330871513046
"Massachusetts","10/18/2016","10/26/2016","SurveyMonkey","C-",787,60,29,6,47577,"Clinton",4,60.7999118683992,33.5156617714637,4.2327924442006,1.45163391593644,"Clinton",TRUE,8,FALSE,14,2.36092706522079
"Nevada","9/16/2016","9/18/2016","Rasmussen Reports/Pulse Opinion Research","C+",800,39,42,11,45896,"Clinton",6,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Trump",FALSE,2,FALSE,52,6.65974390278698
"Kansas","10/18/2016","10/26/2016","SurveyMonkey","C-",1842,36,48,11,47572,"Trump",4,36.1583516614755,57.1863316081779,4.67666193316788,1.97865479717873,"Trump",TRUE,8,FALSE,14,5.22267377882851
"Virginia","10/7/2016","10/20/2016","Ipsos","A-",685,49.04,37.04,NA,47225,"Clinton",10,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,13,FALSE,20,7.46721116275788
"Oklahoma","10/15/2016","10/19/2016","Google Consumer Surveys","B",249,27.45,41.34,11.55,47139,"Trump",8,29.0505259590043,65.1800005160905,5.7694735249052,-8.88178419700125e-15,"Trump",TRUE,4,FALSE,21,10.4070176500632
"Virginia","9/15/2016","9/23/2016","Christopher Newport University","B-",1003,39,33,15,46041,"Clinton",7,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,8,FALSE,47,11.5599548409289
"Oregon","10/18/2016","10/26/2016","SurveyMonkey","C-",660,52,33,9,47593,"Clinton",4,51.6777573504002,41.0547530514355,4.77204428901207,2.49544530915224,"Clinton",TRUE,8,FALSE,14,4.20165047067442
"New Jersey","10/7/2016","10/20/2016","Ipsos","A-",795,52.66,31.71,NA,47212,"Clinton",10,55.0153705155497,41.7838832314301,1.86930612673621,1.33144012628394,"Clinton",TRUE,13,FALSE,20,6.21462687348992
"U.S.","9/1/2016","9/7/2016","CVOTER International","C+",1226,46.65,47.73,NA,45689,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,63,0.316109756718756
"Wisconsin","10/18/2016","10/26/2016","SurveyMonkey","C-",1524,43,42,9,47605,"Trump",4,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,8,FALSE,14,5.06374110524731
"Texas","10/20/2016","10/24/2016","Google Consumer Surveys","B",1026,30.24,43.55,7.46,47399,"Trump",8,43.4921221065053,52.5298775329998,3.17613550827417,0.801864852220728,"Trump",TRUE,4,FALSE,16,8.83862137707698
"Ohio","8/3/2016","8/7/2016","Marist College","A",889,39,35,12,44811,"Trump",11,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Clinton",FALSE,4,FALSE,94,10.1315871091878
"New York","10/24/2016","10/30/2016","SurveyMonkey","C-",1561,57,33,4,47826,"Clinton",4,53.520733300453,42.4515677991259,2.61212931326802,1.41556958715306,"Clinton",TRUE,6,FALSE,10,4.77290172846832
"North Carolina","10/24/2016","10/30/2016","SurveyMonkey","C-",1383,47,43,8,47827,"Trump",4,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,6,FALSE,10,4.35810427008471
"U.S.","8/4/2016","8/7/2016","Monmouth University","A+",683,50,37,7,44795,"Trump",12,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,94,5.81083153761825
"Michigan","10/8/2016","10/16/2016","SurveyMonkey","C-",1331,45,37,11,47021,"Trump",4,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,8,FALSE,24,6.77239881280577
"Pennsylvania","8/3/2016","8/7/2016","Marist College","A",834,45,36,9,44812,"Trump",11,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,4,FALSE,94,7.35059946720106
"California","10/20/2016","10/24/2016","Google Consumer Surveys","B",1208,47.86,23.83,5.41,47360,"Clinton",8,61.6427208083448,32.9898730900327,3.2088991068842,2.15850699473828,"Clinton",TRUE,4,FALSE,16,8.38123159716444
"Minnesota","10/18/2016","10/26/2016","SurveyMonkey","C-",671,47,37,8,47579,"Clinton",4,46.8616830864311,45.360347880472,3.87271447988687,3.90525455321005,"Clinton",TRUE,8,FALSE,14,4.208650104718
